frame.time_epoch,ip.src,udp.srcport,ip.dst,udp.dstport
1762524711.740104000,170.114.201.99,8801,192.168.11.6,53514
1762524711.740106000,170.114.201.99,8801,192.168.11.6,53514
1762524711.740347000,192.168.11.6,56042,170.114.201.99,8801
1762524711.750186000,170.114.201.99,8801,192.168.11.6,53514
1762524711.750190000,170.114.201.99,8801,192.168.11.6,53514
1762524711.750341000,192.168.11.6,56042,170.114.201.99,8801
1762524711.750346000,192.168.11.6,56042,170.114.201.99,8801
1762524711.760456000,170.114.201.99,8801,192.168.11.6,53514
1762524711.760460000,170.114.201.99,8801,192.168.11.6,53514
1762524711.760462000,170.114.201.99,8801,192.168.11.6,53514
1762524711.760598000,192.168.11.6,56042,170.114.201.99,8801
1762524711.770654000,170.114.201.99,8801,192.168.11.6,53514
1762524711.770657000,170.114.201.99,8801,192.168.11.6,53514
1762524711.770802000,192.168.11.6,56042,170.114.201.99,8801
1762524711.780649000,170.114.201.99,8801,192.168.11.6,53514
1762524711.780652000,170.114.201.99,8801,192.168.11.6,53514
1762524711.780825000,192.168.11.6,56042,170.114.201.99,8801
1762524711.780828000,192.168.11.6,56042,170.114.201.99,8801
1762524711.791000000,170.114.201.99,8801,192.168.11.6,53514
1762524711.791004000,170.114.201.99,8801,192.168.11.6,53514
1762524711.791006000,170.114.201.99,8801,192.168.11.6,53514
1762524711.791185000,192.168.11.6,56042,170.114.201.99,8801
1762524711.801117000,170.114.201.99,8801,192.168.11.6,53514
1762524711.801122000,170.114.201.99,8801,192.168.11.6,53514
1762524711.801309000,192.168.11.6,56042,170.114.201.99,8801
1762524711.811236000,170.114.201.99,8801,192.168.11.6,53514
1762524711.811239000,170.114.201.99,8801,192.168.11.6,53514
1762524711.811418000,192.168.11.6,56042,170.114.201.99,8801
1762524711.811421000,192.168.11.6,56042,170.114.201.99,8801
1762524711.822220000,170.114.201.99,8801,192.168.11.6,53514
1762524711.822224000,170.114.201.99,8801,192.168.11.6,53514
1762524711.822227000,170.114.201.99,8801,192.168.11.6,53514
1762524711.822374000,192.168.11.6,56042,170.114.201.99,8801
1762524711.831444000,170.114.201.99,8801,192.168.11.6,53514
1762524711.831448000,170.114.201.99,8801,192.168.11.6,53514
1762524711.831563000,192.168.11.6,56042,170.114.201.99,8801
1762524711.831566000,192.168.11.6,56042,170.114.201.99,8801
1762524711.841771000,170.114.201.99,8801,192.168.11.6,53514
1762524711.841775000,170.114.201.99,8801,192.168.11.6,53514
1762524711.841777000,170.114.201.99,8801,192.168.11.6,53514
1762524711.841906000,192.168.11.6,56042,170.114.201.99,8801
1762524711.841922000,192.168.11.6,56042,170.114.201.99,8801
1762524711.851866000,170.114.201.99,8801,192.168.11.6,53514
1762524711.851871000,170.114.201.99,8801,192.168.11.6,53514
1762524711.852089000,192.168.11.6,56042,170.114.201.99,8801
1762524711.862045000,170.114.201.99,8801,192.168.11.6,53514
1762524711.862048000,170.114.201.99,8801,192.168.11.6,53514
1762524711.862186000,192.168.11.6,56042,170.114.201.99,8801
1762524711.862191000,192.168.11.6,56042,170.114.201.99,8801
1762524711.872658000,170.114.201.99,8801,192.168.11.6,53514
1762524711.872662000,170.114.201.99,8801,192.168.11.6,53514
1762524711.872663000,170.114.201.99,8801,192.168.11.6,53514
1762524711.872806000,192.168.11.6,56042,170.114.201.99,8801
1762524711.882650000,170.114.201.99,8801,192.168.11.6,53514
1762524711.882653000,170.114.201.99,8801,192.168.11.6,53514
1762524711.882824000,192.168.11.6,56042,170.114.201.99,8801
1762524711.891553000,170.114.201.99,8801,192.168.11.6,53514
1762524711.891555000,170.114.201.99,8801,192.168.11.6,53514
1762524711.891717000,192.168.11.6,56042,170.114.201.99,8801
1762524711.891720000,192.168.11.6,56042,170.114.201.99,8801
1762524711.900250000,170.114.201.99,8801,192.168.11.6,56042
1762524711.900415000,192.168.11.6,56042,170.114.201.99,8801
1762524711.902058000,170.114.201.99,8801,192.168.11.6,53514
1762524711.902062000,170.114.201.99,8801,192.168.11.6,53514
1762524711.902065000,170.114.201.99,8801,192.168.11.6,53514
1762524711.913010000,170.114.201.99,8801,192.168.11.6,53514
1762524711.913012000,170.114.201.99,8801,192.168.11.6,53514
1762524711.913351000,192.168.11.6,56042,170.114.201.99,8801
1762524711.913355000,192.168.11.6,56042,170.114.201.99,8801
1762524711.923456000,170.114.201.99,8801,192.168.11.6,53514
1762524711.923461000,170.114.201.99,8801,192.168.11.6,53514
1762524711.923463000,170.114.201.99,8801,192.168.11.6,53514
1762524711.923595000,192.168.11.6,56042,170.114.201.99,8801
1762524711.933429000,170.114.201.99,8801,192.168.11.6,53514
1762524711.933432000,170.114.201.99,8801,192.168.11.6,53514
1762524711.933586000,192.168.11.6,56042,170.114.201.99,8801
1762524711.943735000,170.114.201.99,8801,192.168.11.6,53514
1762524711.943738000,170.114.201.99,8801,192.168.11.6,53514
1762524711.943966000,192.168.11.6,56042,170.114.201.99,8801
1762524711.943968000,192.168.11.6,56042,170.114.201.99,8801
1762524711.954765000,170.114.201.99,8801,192.168.11.6,53514
1762524711.954769000,170.114.201.99,8801,192.168.11.6,53514
1762524711.954771000,170.114.201.99,8801,192.168.11.6,53514
1762524711.954954000,192.168.11.6,56042,170.114.201.99,8801
1762524711.963279000,170.114.201.99,8801,192.168.11.6,53514
1762524711.963282000,170.114.201.99,8801,192.168.11.6,53514
1762524711.963447000,192.168.11.6,56042,170.114.201.99,8801
1762524711.974032000,170.114.201.99,8801,192.168.11.6,53514
1762524711.974037000,170.114.201.99,8801,192.168.11.6,53514
1762524711.974252000,192.168.11.6,56042,170.114.201.99,8801
1762524711.974270000,192.168.11.6,56042,170.114.201.99,8801
1762524711.984266000,170.114.201.99,8801,192.168.11.6,53514
1762524711.984283000,170.114.201.99,8801,192.168.11.6,53514
1762524711.984285000,170.114.201.99,8801,192.168.11.6,53514
1762524711.984452000,192.168.11.6,56042,170.114.201.99,8801
1762524711.994496000,170.114.201.99,8801,192.168.11.6,53514
1762524711.994500000,170.114.201.99,8801,192.168.11.6,53514
1762524711.994686000,192.168.11.6,56042,170.114.201.99,8801
1762524711.994692000,192.168.11.6,56042,170.114.201.99,8801
1762524712.005057000,170.114.201.99,8801,192.168.11.6,53514
1762524712.005062000,170.114.201.99,8801,192.168.11.6,53514
1762524712.005063000,170.114.201.99,8801,192.168.11.6,53514
1762524712.005240000,192.168.11.6,56042,170.114.201.99,8801
1762524712.014761000,170.114.201.99,8801,192.168.11.6,53514
1762524712.014764000,170.114.201.99,8801,192.168.11.6,53514
1762524712.014955000,192.168.11.6,56042,170.114.201.99,8801
1762524712.025297000,170.114.201.99,8801,192.168.11.6,53514
1762524712.025303000,170.114.201.99,8801,192.168.11.6,53514
1762524712.025461000,192.168.11.6,56042,170.114.201.99,8801
1762524712.025467000,192.168.11.6,56042,170.114.201.99,8801
1762524712.035273000,170.114.201.99,8801,192.168.11.6,53514
1762524712.035278000,170.114.201.99,8801,192.168.11.6,53514
1762524712.035282000,170.114.201.99,8801,192.168.11.6,53514
1762524712.035468000,192.168.11.6,56042,170.114.201.99,8801
1762524712.045317000,170.114.201.99,8801,192.168.11.6,53514
1762524712.045322000,170.114.201.99,8801,192.168.11.6,53514
1762524712.045475000,192.168.11.6,56042,170.114.201.99,8801
1762524712.045479000,192.168.11.6,56042,170.114.201.99,8801
1762524712.055645000,170.114.201.99,8801,192.168.11.6,53514
1762524712.055650000,170.114.201.99,8801,192.168.11.6,53514
1762524712.055653000,170.114.201.99,8801,192.168.11.6,53514
1762524712.055829000,192.168.11.6,56042,170.114.201.99,8801
1762524712.065655000,170.114.201.99,8801,192.168.11.6,53514
1762524712.065662000,170.114.201.99,8801,192.168.11.6,53514
1762524712.065831000,192.168.11.6,56042,170.114.201.99,8801
1762524712.075841000,170.114.201.99,8801,192.168.11.6,53514
1762524712.075846000,170.114.201.99,8801,192.168.11.6,53514
1762524712.076050000,192.168.11.6,56042,170.114.201.99,8801
1762524712.076055000,192.168.11.6,56042,170.114.201.99,8801
1762524712.086206000,170.114.201.99,8801,192.168.11.6,53514
1762524712.086211000,170.114.201.99,8801,192.168.11.6,53514
1762524712.086214000,170.114.201.99,8801,192.168.11.6,53514
1762524712.086430000,192.168.11.6,56042,170.114.201.99,8801
1762524712.096350000,170.114.201.99,8801,192.168.11.6,53514
1762524712.096355000,170.114.201.99,8801,192.168.11.6,53514
1762524712.096508000,192.168.11.6,56042,170.114.201.99,8801
1762524712.096512000,192.168.11.6,56042,170.114.201.99,8801
1762524712.106564000,170.114.201.99,8801,192.168.11.6,53514
1762524712.106568000,170.114.201.99,8801,192.168.11.6,53514
1762524712.106747000,192.168.11.6,56042,170.114.201.99,8801
1762524712.116691000,170.114.201.99,8801,192.168.11.6,53514
1762524712.116694000,170.114.201.99,8801,192.168.11.6,53514
1762524712.116696000,170.114.201.99,8801,192.168.11.6,53514
1762524712.116848000,192.168.11.6,56042,170.114.201.99,8801
1762524712.126860000,170.114.201.99,8801,192.168.11.6,53514
1762524712.126864000,170.114.201.99,8801,192.168.11.6,53514
1762524712.127048000,192.168.11.6,56042,170.114.201.99,8801
1762524712.127054000,192.168.11.6,56042,170.114.201.99,8801
1762524712.137143000,170.114.201.99,8801,192.168.11.6,53514
1762524712.137148000,170.114.201.99,8801,192.168.11.6,53514
1762524712.137150000,170.114.201.99,8801,192.168.11.6,53514
1762524712.137323000,192.168.11.6,56042,170.114.201.99,8801
1762524712.147154000,170.114.201.99,8801,192.168.11.6,53514
1762524712.147157000,170.114.201.99,8801,192.168.11.6,53514
1762524712.147288000,192.168.11.6,56042,170.114.201.99,8801
1762524712.147292000,192.168.11.6,56042,170.114.201.99,8801
1762524712.157272000,170.114.201.99,8801,192.168.11.6,53514
1762524712.157277000,170.114.201.99,8801,192.168.11.6,53514
1762524712.157278000,170.114.201.99,8801,192.168.11.6,53514
1762524712.157458000,192.168.11.6,56042,170.114.201.99,8801
1762524712.157463000,192.168.11.6,56042,170.114.201.99,8801
1762524712.167688000,170.114.201.99,8801,192.168.11.6,53514
1762524712.167693000,170.114.201.99,8801,192.168.11.6,53514
1762524712.167694000,170.114.201.99,8801,192.168.11.6,53514
1762524712.167848000,192.168.11.6,56042,170.114.201.99,8801
1762524712.177744000,170.114.201.99,8801,192.168.11.6,53514
1762524712.177748000,170.114.201.99,8801,192.168.11.6,53514
1762524712.177950000,192.168.11.6,56042,170.114.201.99,8801
1762524712.177954000,192.168.11.6,56042,170.114.201.99,8801
1762524712.187922000,170.114.201.99,8801,192.168.11.6,53514
1762524712.187924000,170.114.201.99,8801,192.168.11.6,53514
1762524712.187926000,170.114.201.99,8801,192.168.11.6,53514
1762524712.187927000,170.114.201.99,8801,192.168.11.6,53514
1762524712.187929000,170.114.201.99,8801,192.168.11.6,53514
1762524712.188068000,192.168.11.6,56042,170.114.201.99,8801
1762524712.188364000,170.114.201.99,8801,192.168.11.6,53514
1762524712.196787000,170.114.201.99,8801,192.168.11.6,56042
1762524712.196936000,192.168.11.6,56042,170.114.201.99,8801
1762524712.208546000,170.114.201.99,8801,192.168.11.6,53514
1762524712.208550000,170.114.201.99,8801,192.168.11.6,53514
1762524712.208551000,170.114.201.99,8801,192.168.11.6,53514
1762524712.208552000,170.114.201.99,8801,192.168.11.6,53514
1762524712.208554000,170.114.201.99,8801,192.168.11.6,53514
1762524712.208555000,170.114.201.99,8801,192.168.11.6,53514
1762524712.208733000,192.168.11.6,56042,170.114.201.99,8801
1762524712.208738000,192.168.11.6,56042,170.114.201.99,8801
1762524712.229107000,170.114.201.99,8801,192.168.11.6,53514
1762524712.229113000,170.114.201.99,8801,192.168.11.6,53514
1762524712.229115000,170.114.201.99,8801,192.168.11.6,53514
1762524712.229117000,170.114.201.99,8801,192.168.11.6,53514
1762524712.229118000,170.114.201.99,8801,192.168.11.6,53514
1762524712.229120000,170.114.201.99,8801,192.168.11.6,53514
1762524712.229271000,192.168.11.6,56042,170.114.201.99,8801
1762524712.229282000,192.168.11.6,56042,170.114.201.99,8801
1762524712.229305000,192.168.11.6,56042,170.114.201.99,8801
1762524712.249117000,170.114.201.99,8801,192.168.11.6,53514
1762524712.249120000,170.114.201.99,8801,192.168.11.6,53514
1762524712.249121000,170.114.201.99,8801,192.168.11.6,53514
1762524712.249123000,170.114.201.99,8801,192.168.11.6,53514
1762524712.249125000,170.114.201.99,8801,192.168.11.6,53514
1762524712.249298000,192.168.11.6,56042,170.114.201.99,8801
1762524712.249302000,192.168.11.6,56042,170.114.201.99,8801
1762524712.262574000,192.168.11.6,56042,170.114.201.99,8801
1762524712.262579000,192.168.11.6,56042,170.114.201.99,8801
1762524712.262593000,192.168.11.6,53514,170.114.201.99,8801
1762524712.269254000,170.114.201.99,8801,192.168.11.6,53514
1762524712.269258000,170.114.201.99,8801,192.168.11.6,53514
1762524712.269275000,170.114.201.99,8801,192.168.11.6,53514
1762524712.269278000,170.114.201.99,8801,192.168.11.6,53514
1762524712.269281000,170.114.201.99,8801,192.168.11.6,53514
1762524712.269283000,170.114.201.99,8801,192.168.11.6,53514
1762524712.269458000,192.168.11.6,56042,170.114.201.99,8801
1762524712.289305000,170.114.201.99,8801,192.168.11.6,53514
1762524712.289309000,170.114.201.99,8801,192.168.11.6,53514
1762524712.289311000,170.114.201.99,8801,192.168.11.6,53514
1762524712.289313000,170.114.201.99,8801,192.168.11.6,53514
1762524712.289314000,170.114.201.99,8801,192.168.11.6,53514
1762524712.289316000,170.114.201.99,8801,192.168.11.6,53514
1762524712.289318000,170.114.201.99,8801,192.168.11.6,56042
1762524712.289469000,192.168.11.6,56042,170.114.201.99,8801
1762524712.289490000,192.168.11.6,56042,170.114.201.99,8801
1762524712.289494000,192.168.11.6,56042,170.114.201.99,8801
1762524712.289498000,192.168.11.6,56042,170.114.201.99,8801
1762524712.289508000,192.168.11.6,56042,170.114.201.99,8801
1762524712.297701000,170.114.201.99,8801,192.168.11.6,56042
1762524712.310299000,170.114.201.99,8801,192.168.11.6,53514
1762524712.310303000,170.114.201.99,8801,192.168.11.6,53514
1762524712.310306000,170.114.201.99,8801,192.168.11.6,53514
1762524712.310308000,170.114.201.99,8801,192.168.11.6,53514
1762524712.310311000,170.114.201.99,8801,192.168.11.6,53514
1762524712.310465000,192.168.11.6,56042,170.114.201.99,8801
1762524712.310471000,192.168.11.6,56042,170.114.201.99,8801
1762524712.310474000,192.168.11.6,56042,170.114.201.99,8801
1762524712.320088000,170.114.201.99,8801,192.168.11.6,53514
1762524712.320094000,170.114.201.99,8801,192.168.11.6,53514
1762524712.320096000,170.114.201.99,8801,192.168.11.6,53514
1762524712.320251000,192.168.11.6,56042,170.114.201.99,8801
1762524712.329504000,170.114.201.99,8801,192.168.11.6,53514
1762524712.329509000,170.114.201.99,8801,192.168.11.6,53514
1762524712.329511000,170.114.201.99,8801,192.168.11.6,53514
1762524712.329652000,192.168.11.6,56042,170.114.201.99,8801
1762524712.339995000,170.114.201.99,8801,192.168.11.6,53514
1762524712.340004000,170.114.201.99,8801,192.168.11.6,53514
1762524712.340006000,170.114.201.99,8801,192.168.11.6,53514
1762524712.340147000,192.168.11.6,56042,170.114.201.99,8801
1762524712.340151000,192.168.11.6,56042,170.114.201.99,8801
1762524712.350443000,170.114.201.99,8801,192.168.11.6,53514
1762524712.350446000,170.114.201.99,8801,192.168.11.6,53514
1762524712.350449000,170.114.201.99,8801,192.168.11.6,53514
1762524712.350566000,192.168.11.6,56042,170.114.201.99,8801
1762524712.360773000,170.114.201.99,8801,192.168.11.6,53514
1762524712.360779000,170.114.201.99,8801,192.168.11.6,53514
1762524712.360782000,170.114.201.99,8801,192.168.11.6,53514
1762524712.360921000,192.168.11.6,56042,170.114.201.99,8801
1762524712.371109000,170.114.201.99,8801,192.168.11.6,53514
1762524712.371113000,170.114.201.99,8801,192.168.11.6,53514
1762524712.371114000,170.114.201.99,8801,192.168.11.6,53514
1762524712.371267000,192.168.11.6,56042,170.114.201.99,8801
1762524712.371271000,192.168.11.6,56042,170.114.201.99,8801
1762524712.380982000,170.114.201.99,8801,192.168.11.6,53514
1762524712.380986000,170.114.201.99,8801,192.168.11.6,53514
1762524712.381108000,192.168.11.6,56042,170.114.201.99,8801
1762524712.391184000,170.114.201.99,8801,192.168.11.6,53514
1762524712.391188000,170.114.201.99,8801,192.168.11.6,53514
1762524712.391191000,170.114.201.99,8801,192.168.11.6,53514
1762524712.391387000,192.168.11.6,56042,170.114.201.99,8801
1762524712.391393000,192.168.11.6,56042,170.114.201.99,8801
1762524712.401659000,170.114.201.99,8801,192.168.11.6,53514
1762524712.401665000,170.114.201.99,8801,192.168.11.6,53514
1762524712.401667000,170.114.201.99,8801,192.168.11.6,53514
1762524712.401849000,192.168.11.6,56042,170.114.201.99,8801
1762524712.416429000,170.114.201.99,8801,192.168.11.6,53514
1762524712.416433000,170.114.201.99,8801,192.168.11.6,53514
1762524712.416435000,170.114.201.99,8801,192.168.11.6,53514
1762524712.416570000,192.168.11.6,56042,170.114.201.99,8801
1762524712.416575000,192.168.11.6,56042,170.114.201.99,8801
1762524712.421852000,170.114.201.99,8801,192.168.11.6,53514
1762524712.421857000,170.114.201.99,8801,192.168.11.6,53514
1762524712.421860000,170.114.201.99,8801,192.168.11.6,53514
1762524712.441801000,170.114.201.99,8801,192.168.11.6,53514
1762524712.441807000,170.114.201.99,8801,192.168.11.6,53514
1762524712.441809000,170.114.201.99,8801,192.168.11.6,53514
1762524712.441812000,170.114.201.99,8801,192.168.11.6,53514
1762524712.441814000,170.114.201.99,8801,192.168.11.6,53514
1762524712.441817000,170.114.201.99,8801,192.168.11.6,53514
1762524712.442013000,192.168.11.6,56042,170.114.201.99,8801
1762524712.442019000,192.168.11.6,56042,170.114.201.99,8801
1762524712.442045000,192.168.11.6,56042,170.114.201.99,8801
1762524712.442048000,192.168.11.6,56042,170.114.201.99,8801
1762524712.452350000,170.114.201.99,8801,192.168.11.6,53514
1762524712.452355000,170.114.201.99,8801,192.168.11.6,53514
1762524712.452500000,192.168.11.6,56042,170.114.201.99,8801
1762524712.452505000,192.168.11.6,56042,170.114.201.99,8801
1762524712.462419000,170.114.201.99,8801,192.168.11.6,53514
1762524712.462423000,170.114.201.99,8801,192.168.11.6,53514
1762524712.462425000,170.114.201.99,8801,192.168.11.6,53514
1762524712.462644000,192.168.11.6,56042,170.114.201.99,8801
1762524712.472913000,170.114.201.99,8801,192.168.11.6,53514
1762524712.472918000,170.114.201.99,8801,192.168.11.6,53514
1762524712.472920000,170.114.201.99,8801,192.168.11.6,53514
1762524712.473119000,192.168.11.6,56042,170.114.201.99,8801
1762524712.473124000,192.168.11.6,56042,170.114.201.99,8801
1762524712.483118000,170.114.201.99,8801,192.168.11.6,53514
1762524712.483122000,170.114.201.99,8801,192.168.11.6,53514
1762524712.483125000,170.114.201.99,8801,192.168.11.6,53514
1762524712.483261000,192.168.11.6,56042,170.114.201.99,8801
1762524712.494330000,170.114.201.99,8801,192.168.11.6,53514
1762524712.494333000,170.114.201.99,8801,192.168.11.6,53514
1762524712.494335000,170.114.201.99,8801,192.168.11.6,53514
1762524712.494337000,170.114.201.99,8801,192.168.11.6,56042
1762524712.494476000,192.168.11.6,56042,170.114.201.99,8801
1762524712.494482000,192.168.11.6,56042,170.114.201.99,8801
1762524712.503598000,170.114.201.99,8801,192.168.11.6,53514
1762524712.503606000,170.114.201.99,8801,192.168.11.6,53514
1762524712.503608000,170.114.201.99,8801,192.168.11.6,53514
1762524712.503818000,192.168.11.6,56042,170.114.201.99,8801
1762524712.513374000,170.114.201.99,8801,192.168.11.6,53514
1762524712.513378000,170.114.201.99,8801,192.168.11.6,53514
1762524712.513547000,192.168.11.6,56042,170.114.201.99,8801
1762524712.513552000,192.168.11.6,56042,170.114.201.99,8801
1762524712.523950000,170.114.201.99,8801,192.168.11.6,53514
1762524712.523955000,170.114.201.99,8801,192.168.11.6,53514
1762524712.523957000,170.114.201.99,8801,192.168.11.6,53514
1762524712.524102000,192.168.11.6,56042,170.114.201.99,8801
1762524712.533861000,170.114.201.99,8801,192.168.11.6,53514
1762524712.533864000,170.114.201.99,8801,192.168.11.6,53514
1762524712.533866000,170.114.201.99,8801,192.168.11.6,53514
1762524712.533983000,192.168.11.6,56042,170.114.201.99,8801
1762524712.533986000,192.168.11.6,56042,170.114.201.99,8801
1762524712.544020000,170.114.201.99,8801,192.168.11.6,53514
1762524712.544024000,170.114.201.99,8801,192.168.11.6,53514
1762524712.544026000,170.114.201.99,8801,192.168.11.6,53514
1762524712.544187000,192.168.11.6,56042,170.114.201.99,8801
1762524712.544191000,192.168.11.6,56042,170.114.201.99,8801
1762524712.554427000,170.114.201.99,8801,192.168.11.6,53514
1762524712.554431000,170.114.201.99,8801,192.168.11.6,53514
1762524712.554433000,170.114.201.99,8801,192.168.11.6,53514
1762524712.554584000,192.168.11.6,56042,170.114.201.99,8801
1762524712.564519000,170.114.201.99,8801,192.168.11.6,53514
1762524712.564524000,170.114.201.99,8801,192.168.11.6,53514
1762524712.564526000,170.114.201.99,8801,192.168.11.6,53514
1762524712.564686000,192.168.11.6,56042,170.114.201.99,8801
1762524712.564691000,192.168.11.6,56042,170.114.201.99,8801
1762524712.574924000,170.114.201.99,8801,192.168.11.6,53514
1762524712.574928000,170.114.201.99,8801,192.168.11.6,53514
1762524712.574930000,170.114.201.99,8801,192.168.11.6,53514
1762524712.575110000,192.168.11.6,56042,170.114.201.99,8801
1762524712.575114000,192.168.11.6,56042,170.114.201.99,8801
1762524712.584994000,170.114.201.99,8801,192.168.11.6,53514
1762524712.584998000,170.114.201.99,8801,192.168.11.6,53514
1762524712.585126000,192.168.11.6,56042,170.114.201.99,8801
1762524712.595463000,170.114.201.99,8801,192.168.11.6,53514
1762524712.595467000,170.114.201.99,8801,192.168.11.6,53514
1762524712.595469000,170.114.201.99,8801,192.168.11.6,53514
1762524712.595696000,192.168.11.6,56042,170.114.201.99,8801
1762524712.595700000,192.168.11.6,56042,170.114.201.99,8801
1762524712.605457000,170.114.201.99,8801,192.168.11.6,53514
1762524712.605460000,170.114.201.99,8801,192.168.11.6,53514
1762524712.605462000,170.114.201.99,8801,192.168.11.6,53514
1762524712.605593000,192.168.11.6,56042,170.114.201.99,8801
1762524712.605611000,192.168.11.6,56042,170.114.201.99,8801
1762524712.615642000,170.114.201.99,8801,192.168.11.6,53514
1762524712.615645000,170.114.201.99,8801,192.168.11.6,53514
1762524712.615646000,170.114.201.99,8801,192.168.11.6,53514
1762524712.615794000,192.168.11.6,56042,170.114.201.99,8801
1762524712.625959000,170.114.201.99,8801,192.168.11.6,53514
1762524712.625964000,170.114.201.99,8801,192.168.11.6,53514
1762524712.625966000,170.114.201.99,8801,192.168.11.6,53514
1762524712.626131000,192.168.11.6,56042,170.114.201.99,8801
1762524712.626138000,192.168.11.6,56042,170.114.201.99,8801
1762524712.636214000,170.114.201.99,8801,192.168.11.6,53514
1762524712.636218000,170.114.201.99,8801,192.168.11.6,53514
1762524712.636220000,170.114.201.99,8801,192.168.11.6,53514
1762524712.636375000,192.168.11.6,56042,170.114.201.99,8801
1762524712.636380000,192.168.11.6,56042,170.114.201.99,8801
1762524712.646518000,170.114.201.99,8801,192.168.11.6,53514
1762524712.646521000,170.114.201.99,8801,192.168.11.6,53514
1762524712.646524000,170.114.201.99,8801,192.168.11.6,53514
1762524712.646690000,192.168.11.6,56042,170.114.201.99,8801
1762524712.656416000,170.114.201.99,8801,192.168.11.6,53514
1762524712.656420000,170.114.201.99,8801,192.168.11.6,53514
1762524712.656563000,192.168.11.6,53514,170.114.201.99,8801
1762524712.656569000,192.168.11.6,56042,170.114.201.99,8801
1762524712.656571000,192.168.11.6,56042,170.114.201.99,8801
1762524712.663896000,170.114.201.99,8801,192.168.11.6,53514
1762524712.666131000,170.114.201.99,8801,192.168.11.6,53514
1762524712.666132000,170.114.201.99,8801,192.168.11.6,53514
1762524712.666133000,170.114.201.99,8801,192.168.11.6,53514
1762524712.666135000,170.114.201.99,8801,192.168.11.6,53514
1762524712.666216000,192.168.11.6,53514,170.114.201.99,8801
1762524712.666266000,192.168.11.6,56042,170.114.201.99,8801
1762524712.666268000,192.168.11.6,56042,170.114.201.99,8801
1762524712.676539000,170.114.201.99,8801,192.168.11.6,53514
1762524712.676542000,170.114.201.99,8801,192.168.11.6,53514
1762524712.676545000,170.114.201.99,8801,192.168.11.6,53514
1762524712.676711000,192.168.11.6,56042,170.114.201.99,8801
1762524712.686845000,170.114.201.99,8801,192.168.11.6,53514
1762524712.686850000,170.114.201.99,8801,192.168.11.6,53514
1762524712.686853000,170.114.201.99,8801,192.168.11.6,53514
1762524712.686991000,192.168.11.6,56042,170.114.201.99,8801
1762524712.686997000,192.168.11.6,56042,170.114.201.99,8801
1762524712.697071000,170.114.201.99,8801,192.168.11.6,53514
1762524712.697075000,170.114.201.99,8801,192.168.11.6,53514
1762524712.697077000,170.114.201.99,8801,192.168.11.6,53514
1762524712.697206000,192.168.11.6,56042,170.114.201.99,8801
1762524712.697209000,192.168.11.6,56042,170.114.201.99,8801
1762524712.707182000,170.114.201.99,8801,192.168.11.6,53514
1762524712.707185000,170.114.201.99,8801,192.168.11.6,53514
1762524712.707188000,170.114.201.99,8801,192.168.11.6,53514
1762524712.707362000,192.168.11.6,56042,170.114.201.99,8801
1762524712.718950000,170.114.201.99,8801,192.168.11.6,53514
1762524712.718953000,170.114.201.99,8801,192.168.11.6,53514
1762524712.718956000,170.114.201.99,8801,192.168.11.6,53514
1762524712.719141000,192.168.11.6,56042,170.114.201.99,8801
1762524712.719146000,192.168.11.6,56042,170.114.201.99,8801
1762524712.728105000,170.114.201.99,8801,192.168.11.6,53514
1762524712.728110000,170.114.201.99,8801,192.168.11.6,53514
1762524712.728112000,170.114.201.99,8801,192.168.11.6,53514
1762524712.728115000,170.114.201.99,8801,192.168.11.6,53514
1762524712.728117000,170.114.201.99,8801,192.168.11.6,53514
1762524712.728286000,192.168.11.6,56042,170.114.201.99,8801
1762524712.728291000,192.168.11.6,56042,170.114.201.99,8801
1762524712.747864000,170.114.201.99,8801,192.168.11.6,53514
1762524712.747869000,170.114.201.99,8801,192.168.11.6,53514
1762524712.747871000,170.114.201.99,8801,192.168.11.6,53514
1762524712.747873000,170.114.201.99,8801,192.168.11.6,53514
1762524712.747874000,170.114.201.99,8801,192.168.11.6,53514
1762524712.747876000,170.114.201.99,8801,192.168.11.6,53514
1762524712.748014000,192.168.11.6,56042,170.114.201.99,8801
1762524712.748019000,192.168.11.6,56042,170.114.201.99,8801
1762524712.748021000,192.168.11.6,56042,170.114.201.99,8801
1762524712.768400000,170.114.201.99,8801,192.168.11.6,53514
1762524712.768405000,170.114.201.99,8801,192.168.11.6,53514
1762524712.768407000,170.114.201.99,8801,192.168.11.6,53514
1762524712.768409000,170.114.201.99,8801,192.168.11.6,53514
1762524712.768411000,170.114.201.99,8801,192.168.11.6,53514
1762524712.768413000,170.114.201.99,8801,192.168.11.6,53514
1762524712.768624000,192.168.11.6,56042,170.114.201.99,8801
1762524712.768629000,192.168.11.6,56042,170.114.201.99,8801
1762524712.768647000,192.168.11.6,56042,170.114.201.99,8801
1762524712.768650000,192.168.11.6,56042,170.114.201.99,8801
1762524712.787932000,170.114.201.99,8801,192.168.11.6,51409
1762524712.787936000,170.114.201.99,8801,192.168.11.6,64767
1762524712.788043000,192.168.11.6,64767,170.114.201.99,8801
1762524712.788063000,192.168.11.6,51409,170.114.201.99,8801
1762524712.788064000,192.168.11.6,51409,170.114.201.99,8801
1762524712.788066000,192.168.11.6,64767,170.114.201.99,8801
1762524712.788067000,192.168.11.6,50209,170.114.201.99,8801
1762524712.789483000,170.114.201.99,8801,192.168.11.6,53514
1762524712.789486000,170.114.201.99,8801,192.168.11.6,53514
